transaction_id,customer_id,customer_name,transaction_date,amount_usd,product
TXN1726,CUST0931,Danny Lewis,2025-02-07,928.97,Webcam
TXN1727,CUST0343,Megan Freeman,2025-01-11,436.65,Wireless Mouse
TXN1728,CUST0924,Kimberly Barr,2025-02-22,66.89,Mechanical Keyboard
TXN1729,CUST1101,Mr. Andrew Jordan Jr.,2025-04-01,219.23,Portable SSD
TXN1730,CUST0647,Brittney Blanchard,2025-02-25,315.15,Tablet
TXN1731,CUST1056,Morgan Lopez,2025-02-19,388.22,Wireless Charger
TXN1732,CUST1294,Danielle Watkins,2025-02-03,14.84,Smartphone
TXN1733,CUST0028,Kristin Atkins,2025-03-01,586.92,Laptop Backpack
TXN1734,CUST0048,Mike Alexander,2025-02-16,817.08,Laptop Backpack
TXN1735,CUST1029,Casey Cervantes,2025-01-27,532.94,Noise Cancelling Headphones
TXN1736,CUST0313,Albert Jones,2025-03-09,715.84,Smartwatch
TXN1737,CUST0650,Dr. Jamie Wheeler,2025-04-19,992.26,Smartphone
TXN1738,CUST1197,Amber Werner,2025-01-16,875.98,Wireless Charger
TXN1739,CUST1924,David White,2025-03-21,422.13,Tablet
TXN1740,CUST0879,Victoria Kirby,2025-04-08,983.49,Wireless Mouse
TXN1741,CUST0157,Elizabeth Green MD,2025-02-08,958.15,Wireless Charger
TXN1742,CUST1299,Mark Gill,2025-01-14,327.58,Laptop Backpack
TXN1743,CUST0353,Stefanie Patterson,2025-04-10,445.08,Tablet
TXN1744,CUST0759,Makayla Fisher,2025-03-03,31.65,Tablet
TXN1745,CUST0835,Ashley Martin,2025-04-28,35.37,Smartwatch
TXN1746,CUST0167,Sharon Mckinney,2025-04-26,974.53,USB-C Cable
TXN1747,CUST1358,Jonathan Bates,2025-02-05,875.35,Laptop Stand
TXN1748,CUST1918,Jerry Romero,2025-03-27,304.75,Portable SSD
TXN1749,CUST0250,Denise Mcbride,2025-03-05,902.67,Bluetooth Speaker
TXN1750,CUST0407,Robert Hall,2025-02-05,209.69,Tablet
TXN1751,CUST1793,Maurice Green,2025-01-26,772.44,Mechanical Keyboard
TXN1752,CUST0784,Justin Martin,2025-02-04,80.08,Mechanical Keyboard
TXN1753,CUST1317,Robert Knight,2025-01-23,939.31,Mechanical Keyboard
TXN1754,CUST1843,Ashley Rice,2025-02-11,818.43,Portable SSD
TXN1755,CUST1051,Brian Koch,2025-03-22,245.76,Tablet
TXN1756,CUST0186,Jessica Mosley,2025-04-05,625.55,Bluetooth Speaker
TXN1757,CUST1795,Chris Ortega,2025-02-17,608.96,Noise Cancelling Headphones
TXN1758,CUST0789,Martin Marshall,2025-04-08,655.65,Tablet
TXN1759,CUST0075,Angela Smith,2025-01-08,889.71,Laptop Backpack
TXN1760,CUST1198,Nichole Dixon,2025-03-24,993.05,Wireless Mouse
TXN1761,CUST0256,Matthew Ochoa,2025-03-17,245.78,Smartwatch
TXN1762,CUST1617,Robert Smith,2025-02-12,680.38,Portable SSD
TXN1763,CUST0609,Sara Floyd,2025-01-10,904.07,Mechanical Keyboard
TXN1764,CUST0991,Monica Watkins,2025-02-14,13.14,USB-C Cable
TXN1765,CUST1481,Sean Martin,2025-04-17,408.42,USB-C Cable
TXN1766,CUST1809,Katrina Bryant,2025-03-18,154.21,Laptop Backpack
TXN1767,CUST0215,Katherine Martin,2025-03-05,720.78,Smartphone
TXN1768,CUST1972,Amy Lowe,2025-03-13,146.12,Smartphone
TXN1769,CUST1467,Stephanie Ford,2025-01-24,829.52,Noise Cancelling Headphones
TXN1770,CUST1542,Jennifer Bailey,2025-03-18,207.0,USB-C Cable
TXN1771,CUST0321,Sharon Valencia,2025-02-24,198.13,USB-C Cable
TXN1772,CUST0114,Marc Johnson,2025-01-20,872.96,Laptop Backpack
TXN1773,CUST0786,Jamie Hudson,2025-03-01,63.12,Tablet
TXN1774,CUST1218,Joseph Davis,2025-03-11,586.53,Desk Lamp
TXN1775,CUST0332,Jessica Rodriguez,2025-01-25,222.32,Wireless Charger
TXN1776,CUST0980,Jared Diaz,2025-01-07,197.8,Mouse Pad
TXN1777,CUST1987,Wesley Stewart,2025-03-01,423.72,Wireless Charger
TXN1778,CUST1365,Kimberly Hall,2025-03-07,537.37,Mechanical Keyboard
TXN1779,CUST0060,Bethany Walls DDS,2025-03-06,55.4,Smartphone
TXN1780,CUST0043,Alexander Schaefer,2025-01-14,229.55,Smartphone
TXN1781,CUST0978,Danny Duffy,2025-04-09,621.8,Wireless Mouse
TXN1782,CUST1187,Sarah Liu,2025-03-19,543.9,Laptop Backpack
TXN1783,CUST0637,Dr. Cody Rodriguez,2025-04-09,749.68,Desk Lamp
TXN1784,CUST1579,William Dunn,2025-02-21,610.19,Webcam
TXN1785,CUST1029,Scott Solomon,2025-02-19,315.83,Noise Cancelling Headphones
TXN1786,CUST1035,Jennifer Greene,2025-01-26,408.11,Bluetooth Speaker
TXN1787,CUST0848,Robert Greene,2025-04-15,134.58,USB-C Cable
TXN1788,CUST0656,Elizabeth Green,2025-04-16,839.4,Wireless Mouse
TXN1789,CUST0722,Shannon May,2025-01-24,60.23,Smartphone
TXN1790,CUST1442,Greg Phillips,2025-02-22,857.63,Desk Lamp
TXN1791,CUST0684,Julie Watkins,2025-02-17,331.04,Laptop Stand
TXN1792,CUST0205,Maria Moss,2025-01-03,746.55,Mouse Pad
TXN1793,CUST1484,Laura Montoya,2025-02-12,596.44,Tablet
TXN1794,CUST1322,Joseph Mckenzie,2025-03-08,927.38,Smartwatch
TXN1795,CUST1056,Jason Williams,2025-02-21,716.53,Mechanical Keyboard
TXN1796,CUST1033,Paul Glass,2025-04-30,616.05,Mouse Pad
TXN1797,CUST0667,Carrie Francis,2025-02-17,729.84,Mechanical Keyboard
TXN1798,CUST0708,Jessica Spencer,2025-03-11,405.62,Tablet
TXN1799,CUST0441,Christopher Wells,2025-01-13,567.04,Wireless Charger
TXN1800,CUST1852,Shelby Goodwin,2025-02-04,60.65,Bluetooth Speaker
TXN1801,CUST1218,Kimberly Bryant,2025-01-02,486.26,Mouse Pad
TXN1802,CUST0659,Barbara Myers,2025-01-01,40.31,Webcam
TXN1803,CUST0726,Rebecca Smith,2025-03-06,328.9,Bluetooth Speaker
TXN1804,CUST1064,Lisa Jimenez,2025-02-24,559.05,Mouse Pad
TXN1805,CUST0497,Erica Ortiz,2025-02-11,870.58,Bluetooth Speaker
TXN1806,CUST1595,Tyrone Olson,2025-01-11,304.62,Webcam
TXN1807,CUST0965,Lynn White,2025-02-27,636.5,Mouse Pad
TXN1808,CUST0695,Mr. Douglas Fox,2025-02-27,607.94,Tablet
TXN1809,CUST1550,Randy Garrett,2025-02-27,218.29,Laptop Backpack
TXN1810,CUST0818,Tammy Hamilton,2025-01-07,298.27,Portable SSD
TXN1811,CUST0466,Brandon Gonzalez,2025-03-13,865.41,Smartphone
TXN1812,CUST1786,Allison Collins,2025-02-25,900.49,Webcam
TXN1813,CUST0997,Thomas Kemp,2025-02-26,236.35,Noise Cancelling Headphones
TXN1814,CUST0690,Kevin Morgan,2025-04-30,649.56,Bluetooth Speaker
TXN1815,CUST1319,Cody Burton,2025-01-03,384.67,Smartphone
TXN1816,CUST0341,Cindy Donaldson,2025-04-23,837.36,Laptop Stand
TXN1817,CUST1530,Dawn Burgess,2025-02-05,937.0,USB-C Cable
TXN1818,CUST0071,Nathan Martinez,2025-04-28,769.71,Bluetooth Speaker
TXN1819,CUST1170,Ronnie Davis,2025-02-07,500.71,Wireless Mouse
TXN1820,CUST0465,Jon Coleman,2025-03-19,434.45,Wireless Mouse
TXN1821,CUST1612,Kristen Fry,2025-02-05,809.08,Laptop Backpack
TXN1822,CUST1437,Christopher Escobar,2025-04-28,359.42,Portable SSD
TXN1823,CUST0718,Jennifer Webb,2025-03-09,103.64,Mouse Pad
TXN1824,CUST0449,William Harvey,2025-01-18,407.35,Wireless Mouse
TXN1825,CUST1425,Jessica Sanders,2025-04-21,908.34,Laptop Stand
TXN1826,CUST0825,Robert Jenkins,2025-02-22,616.15,Mouse Pad
TXN1827,CUST1746,Paul Gutierrez,2025-01-08,271.56,Desk Lamp
TXN1828,CUST1025,Lisa Thomas,2025-03-29,851.47,Wireless Mouse
TXN1829,CUST1096,Kevin Schneider,2025-01-09,558.74,Desk Lamp
TXN1830,CUST1038,Tammy Jackson,2025-04-08,385.24,Bluetooth Speaker
TXN1831,CUST1527,Samantha Levy,2025-04-09,391.72,Wireless Mouse
TXN1832,CUST0286,Scott Warner,2025-04-15,338.79,Bluetooth Speaker
TXN1833,CUST1119,Julie Gates,2025-03-24,819.77,Smartwatch
TXN1834,CUST0967,Carl Baxter,2025-04-23,399.62,Laptop Stand
TXN1835,CUST0182,Cynthia Hill,2025-04-25,651.98,USB-C Cable
TXN1836,CUST1235,Tami Turner,2025-01-27,767.51,USB-C Cable
TXN1837,CUST1372,Xavier Hoffman,2025-03-23,28.36,Wireless Charger
TXN1838,CUST0699,Deborah Thompson,2025-03-28,736.88,Smartwatch
TXN1839,CUST1034,Jonathan Crawford,2025-02-22,714.61,Portable SSD
TXN1840,CUST1888,Carolyn Le,2025-03-10,543.33,Smartphone
TXN1841,CUST1639,Lacey Solomon,2025-01-21,432.22,Smartwatch
TXN1842,CUST0063,Tyler Miller,2025-01-09,34.47,Webcam
TXN1843,CUST0075,Angela Taylor,2025-01-13,52.16,Laptop Stand
TXN1844,CUST1152,Caleb Oconnell,2025-04-17,358.05,Tablet
TXN1845,CUST1029,Kenneth Allen,2025-02-24,991.8,Laptop Backpack
TXN1846,CUST0111,Emily Ramirez,2025-03-19,522.24,Laptop Backpack
TXN1847,CUST0441,James Rivera,2025-03-30,787.6,Smartwatch
TXN1848,CUST0606,Carlos Chen,2025-01-17,137.2,Smartphone
TXN1849,CUST1409,Christine Morgan,2025-02-24,210.14,Smartphone
TXN1850,CUST1280,Angela Ferguson,2025-02-21,609.9,Bluetooth Speaker
TXN1851,CUST1227,Andrew Morse,2025-01-27,471.16,Desk Lamp
TXN1852,CUST1242,John Mathis,2025-01-17,704.93,Wireless Charger
TXN1853,CUST0505,Vincent Kim,2025-02-24,852.1,Bluetooth Speaker
TXN1854,CUST0043,Albert Martin,2025-01-31,735.2,Wireless Mouse
TXN1855,CUST1563,Shannon Curry,2025-04-18,179.46,Webcam
TXN1856,CUST0052,Shannon Hill,2025-04-05,956.62,Webcam
TXN1857,CUST0455,Natasha Chang,2025-04-16,51.78,Laptop Stand
TXN1858,CUST1277,Mackenzie Stephens,2025-04-10,337.82,Smartphone
TXN1859,CUST1416,Tiffany Wong,2025-02-04,274.82,Smartwatch
TXN1860,CUST0582,Steven Warner,2025-04-03,188.92,Wireless Mouse
TXN1861,CUST1403,David Richardson,2025-02-14,533.23,Mechanical Keyboard
TXN1862,CUST0665,Barbara Davis,2025-04-19,796.36,Smartwatch
TXN1863,CUST1328,Kristen Roberts,2025-01-02,963.5,Laptop Stand
TXN1864,CUST1275,James Hernandez,2025-04-03,489.93,Noise Cancelling Headphones
TXN1865,CUST0826,Shannon Lam,2025-04-02,749.26,Mouse Pad
TXN1866,CUST0961,Michael Cole,2025-03-05,584.74,USB-C Cable
TXN1867,CUST1548,Monica Anderson,2025-02-25,700.55,Laptop Stand
TXN1868,CUST0274,Nicholas Johnson,2025-02-10,443.4,Bluetooth Speaker
TXN1869,CUST1620,Victor Stevens,2025-02-18,218.1,Smartphone
TXN1870,CUST1418,Dawn Hill,2025-03-20,201.58,Laptop Stand
TXN1871,CUST1648,Dr. Robert Shepard MD,2025-03-11,634.42,Noise Cancelling Headphones
TXN1872,CUST0802,Krista Smith,2025-03-13,444.57,Tablet
TXN1873,CUST0163,Richard Hutchinson,2025-01-10,181.71,Tablet
TXN1874,CUST0661,Xavier Roberts,2025-03-19,78.1,Bluetooth Speaker
TXN1875,CUST0324,Michelle Walker,2025-03-28,619.66,Tablet
TXN1876,CUST0080,Tina Nunez,2025-01-14,597.45,Desk Lamp
TXN1877,CUST1064,Terry Knight,2025-04-05,504.14,Noise Cancelling Headphones
TXN1878,CUST0919,Dominique Alvarez MD,2025-03-01,564.33,USB-C Cable
TXN1879,CUST1941,Nicole Bradley,2025-04-20,463.93,Portable SSD
TXN1880,CUST1214,Leah Mcmillan,2025-02-13,116.99,USB-C Cable
TXN1881,CUST1485,Justin Hardy,2025-04-30,931.23,Wireless Charger
TXN1882,CUST0946,Johnathan Fowler,2025-03-16,686.32,Laptop Stand
TXN1883,CUST1030,Dr. Stuart Warren,2025-02-19,935.49,Laptop Backpack
TXN1884,CUST1357,Matthew Perry,2025-01-08,354.21,Desk Lamp
TXN1885,CUST0639,Jeffery Chen,2025-04-11,777.79,Mouse Pad
TXN1886,CUST0460,Christine Smith,2025-03-19,924.43,Laptop Backpack
TXN1887,CUST1386,Sandra Sims,2025-02-13,952.62,Mouse Pad
TXN1888,CUST1884,Christopher Warren,2025-01-06,99.59,Wireless Mouse
TXN1889,CUST0280,Brenda Small,2025-04-14,142.94,Wireless Mouse
TXN1890,CUST1237,Diane Sullivan,2025-01-07,281.7,Desk Lamp
TXN1891,CUST0017,Kenneth Cabrera,2025-01-02,251.52,Wireless Mouse
TXN1892,CUST1088,Kristopher Carter,2025-03-17,155.99,Mechanical Keyboard
TXN1893,CUST0369,Timothy Wells,2025-04-19,267.09,Laptop Backpack
TXN1894,CUST1020,Nathaniel Mitchell,2025-01-27,752.86,Laptop Stand
TXN1895,CUST0896,Gary Thompson,2025-03-09,799.1,Wireless Charger
TXN1896,CUST1454,Daniel Gonzalez,2025-02-15,649.39,Laptop Backpack
TXN1897,CUST0415,Jason Woods,2025-03-17,999.64,Bluetooth Speaker
TXN1898,CUST0721,Darren Nunez,2025-04-20,494.85,Tablet
TXN1899,CUST0544,Christopher Castro,2025-03-15,336.52,Laptop Backpack
TXN1900,CUST0006,Gerald Berry,2025-02-06,17.14,Desk Lamp
TXN1901,CUST1521,John Poole,2025-02-06,751.35,Laptop Stand
TXN1902,CUST1295,John Saunders,2025-02-07,583.39,Wireless Mouse
TXN1903,CUST1978,Cynthia Stephenson,2025-02-07,280.79,Smartphone
TXN1904,CUST0003,Cassandra Scott,2025-03-14,666.73,Smartwatch
TXN1905,CUST0599,Karen Howard,2025-03-28,882.07,Portable SSD
TXN1906,CUST0130,Daniel Figueroa,2025-03-26,641.19,Tablet
TXN1907,CUST0742,Misty Lowe,2025-01-29,767.03,Noise Cancelling Headphones
TXN1908,CUST1528,Samuel Williams,2025-04-12,38.79,Laptop Backpack
TXN1909,CUST0044,Donna Thomas,2025-03-04,297.36,Wireless Mouse
TXN1910,CUST1176,Gregory Contreras,2025-03-20,167.11,USB-C Cable
TXN1911,CUST1815,Selena Richards,2025-01-04,676.34,Laptop Backpack
TXN1912,CUST1518,Mitchell Shepherd,2025-03-15,119.46,Wireless Charger
TXN1913,CUST1623,Debra Williams,2025-02-18,492.64,Smartphone
TXN1914,CUST1782,Kathryn Kelley,2025-01-26,336.78,Bluetooth Speaker
TXN1915,CUST0576,Roger Stevenson,2025-04-29,76.68,Mechanical Keyboard
TXN1916,CUST0808,Julie Mueller,2025-05-01,730.22,Smartphone
TXN1917,CUST0898,Sara Brown,2025-03-05,364.08,Desk Lamp
TXN1918,CUST1681,Summer Green,2025-04-18,274.59,Webcam
TXN1919,CUST1273,David Ross,2025-04-17,396.56,Laptop Backpack
TXN1920,CUST1969,Joel Rivera,2025-02-04,273.75,Smartphone
TXN1921,CUST0398,Ethan Jones,2025-04-06,701.6,Wireless Charger
TXN1922,CUST0007,Jeffrey Smith,2025-02-05,569.12,Smartphone
TXN1923,CUST1466,Monique Smith,2025-01-22,347.24,Mechanical Keyboard
TXN1924,CUST1966,Stephanie Mccarthy,2025-03-05,402.24,Portable SSD
TXN1925,CUST1044,Joseph Hart,2025-01-29,642.32,Portable SSD
TXN1926,CUST0941,Cassandra Carlson,2025-02-16,382.39,Tablet
TXN1927,CUST1798,Monica Cross,2025-03-23,372.19,Desk Lamp
TXN1928,CUST1964,Kathleen Campbell,2025-04-20,861.87,Mouse Pad
TXN1929,CUST1482,Christine Simon,2025-01-13,679.92,Smartphone
TXN1930,CUST0354,Brianna Schneider,2025-03-19,608.02,Laptop Stand
TXN1931,CUST1483,Autumn Rivas,2025-01-04,653.23,Wireless Mouse
TXN1932,CUST1415,Steven Howard,2025-04-26,499.55,Laptop Stand
TXN1933,CUST1643,Tracy Jacobs,2025-03-15,920.93,Noise Cancelling Headphones
TXN1934,CUST1069,Robert Gutierrez,2025-03-13,135.78,Desk Lamp
TXN1935,CUST0220,David Maxwell,2025-02-08,302.79,Smartwatch
TXN1936,CUST0499,David Cherry,2025-04-12,893.1,Wireless Mouse
TXN1937,CUST1683,Jessica Gay,2025-02-27,340.12,Tablet
TXN1938,CUST0525,Tracy Smith,2025-03-13,411.12,Wireless Mouse
TXN1939,CUST1234,Dylan Hall,2025-04-16,283.12,Mouse Pad
TXN1940,CUST1937,Martin Hill,2025-02-14,78.09,Mechanical Keyboard
TXN1941,CUST1258,Ronald Washington,2025-01-27,490.74,Bluetooth Speaker
TXN1942,CUST0325,Cody Hunter,2025-04-26,141.68,USB-C Cable
TXN1943,CUST0943,Dr. Jessica Guzman,2025-01-07,707.64,USB-C Cable
TXN1944,CUST1545,Michelle Garrett,2025-01-25,513.16,Noise Cancelling Headphones
TXN1945,CUST1855,Mason Lewis,2025-02-27,788.18,Webcam
TXN1946,CUST1472,Bruce Robertson,2025-04-08,533.95,Tablet
TXN1947,CUST0582,Amy Murray,2025-01-25,88.29,Desk Lamp
TXN1948,CUST0801,Jennifer Cruz,2025-02-09,501.03,Mouse Pad
TXN1949,CUST1567,Jennifer Jackson DVM,2025-04-28,754.35,Wireless Charger
TXN1950,CUST0700,Paul Green,2025-02-25,753.08,Desk Lamp
TXN1951,CUST1113,Trevor Stanley,2025-03-29,892.12,Mechanical Keyboard
TXN1952,CUST1307,Joshua Reynolds MD,2025-02-24,624.3,Mouse Pad
TXN1953,CUST1174,Steven Cruz,2025-01-21,714.49,Bluetooth Speaker
TXN1954,CUST0359,Laurie Wagner,2025-02-03,471.87,Wireless Mouse
TXN1955,CUST1961,Mary Rush,2025-01-15,985.8,Desk Lamp
TXN1956,CUST1924,Karen Parks,2025-03-05,668.98,Wireless Charger
TXN1957,CUST1786,Paul Perez,2025-01-29,449.95,Laptop Stand
TXN1958,CUST0535,Jennifer Mata,2025-02-18,995.71,Wireless Charger
TXN1959,CUST0106,Chris Webster,2025-03-31,161.63,Laptop Backpack
TXN1960,CUST0075,Linda Wood,2025-03-22,567.41,Mouse Pad
TXN1961,CUST0516,Daisy Monroe,2025-01-29,755.32,Wireless Charger
TXN1962,CUST0286,Melinda Simpson,2025-04-14,795.01,Wireless Mouse
TXN1963,CUST0645,Jonathan Murray,2025-04-29,955.57,Noise Cancelling Headphones
TXN1964,CUST1832,Robert Campbell,2025-03-03,733.19,Noise Cancelling Headphones
TXN1965,CUST1443,Samantha Green,2025-01-27,86.92,Mechanical Keyboard
TXN1966,CUST0161,Shannon Jones,2025-02-12,662.75,Webcam
TXN1967,CUST0452,Ethan Russell,2025-03-22,731.7,Tablet
TXN1968,CUST0729,Dean Lewis,2025-04-11,732.1,Webcam
TXN1969,CUST1102,Crystal Gonzales,2025-02-05,863.73,Smartwatch
TXN1970,CUST1868,Mr. Ian Williams,2025-03-29,931.66,Mechanical Keyboard
TXN1971,CUST1336,Jason Espinoza,2025-03-22,283.3,Mechanical Keyboard
TXN1972,CUST0741,Henry Craig,2025-01-16,234.22,Smartphone
TXN1973,CUST0876,Tyler Long,2025-04-12,988.8,Mouse Pad
TXN1974,CUST1312,Keith Russell,2025-01-18,880.74,Desk Lamp
TXN1975,CUST1010,Daniel Johnson,2025-04-22,482.45,Smartwatch
TXN1976,CUST0477,Allison Johnson,2025-04-01,231.65,Noise Cancelling Headphones
TXN1977,CUST1420,William Wilson,2025-02-02,603.6,Laptop Backpack
TXN1978,CUST0926,Paul Nelson,2025-03-28,842.57,Webcam
TXN1979,CUST1691,Mary Warren,2025-01-22,259.44,Laptop Stand
TXN1980,CUST0932,Willie Cantrell,2025-04-08,469.45,Mechanical Keyboard
TXN1981,CUST0117,Ronald Williams,2025-01-02,280.4,Webcam
TXN1982,CUST0762,Donald Bartlett,2025-01-18,301.1,Wireless Mouse
TXN1983,CUST1344,Janet Mejia,2025-03-14,653.52,Laptop Backpack
TXN1984,CUST1751,Christopher Martinez,2025-02-28,538.0,Portable SSD
TXN1985,CUST0339,Jerry Wright,2025-01-07,726.89,Portable SSD
TXN1986,CUST1375,Raven Cantu,2025-01-21,141.33,Bluetooth Speaker
TXN1987,CUST0414,Amanda Riddle,2025-03-07,380.86,Wireless Mouse
TXN1988,CUST0291,Amber Simon,2025-01-13,599.94,Mechanical Keyboard
TXN1989,CUST1417,Jason Small,2025-01-08,506.52,Laptop Backpack
TXN1990,CUST1546,Joshua Carrillo,2025-01-06,449.47,Mechanical Keyboard
TXN1991,CUST1090,Renee Ramirez,2025-03-22,806.85,Laptop Stand
TXN1992,CUST0764,Holly Garza,2025-03-31,77.22,Mechanical Keyboard
TXN1993,CUST0685,Wayne Wise,2025-01-07,262.41,Portable SSD
TXN1994,CUST0344,Miss Andrea Hansen,2025-01-12,352.91,Webcam
TXN1995,CUST0918,Helen Williams,2025-03-03,248.8,Wireless Charger
TXN1996,CUST0487,Chelsea James,2025-03-09,748.12,Laptop Stand
TXN1997,CUST1424,Thomas Mckenzie,2025-03-09,18.84,Bluetooth Speaker
TXN1998,CUST0806,Thomas Landry,2025-01-12,520.78,Portable SSD
TXN1999,CUST1558,Mark Rodriguez,2025-01-03,510.39,Mechanical Keyboard
TXN2000,CUST1263,Robert Pearson,2025-04-28,682.21,Mouse Pad
TXN2001,CUST1698,Natalie Meyer,2025-01-30,419.25,Portable SSD
TXN2002,CUST1452,Nicole Burton,2025-04-11,602.65,Portable SSD
TXN2003,CUST0338,Brenda Jones,2025-02-27,61.82,Laptop Backpack
TXN2004,CUST0172,Richard Henderson,2025-02-26,605.2,Wireless Mouse
TXN2005,CUST1383,Stephanie Carlson,2025-04-17,483.82,Tablet
TXN2006,CUST1406,Manuel Davis,2025-01-21,855.98,Webcam
TXN2007,CUST1566,Timothy Clayton,2025-03-14,262.09,Laptop Stand
TXN2008,CUST1380,Wendy Cook,2025-03-13,50.24,Smartphone
TXN2009,CUST1296,Amy Wood,2025-01-09,366.92,Wireless Charger
TXN2010,CUST0576,Jessica Robinson,2025-04-04,910.59,Laptop Stand
TXN2011,CUST0752,Judith Dillon,2025-04-29,753.4,Mechanical Keyboard
TXN2012,CUST0535,Krystal Wells,2025-04-30,977.3,Tablet
TXN2013,CUST0451,John Dixon,2025-01-01,60.81,Noise Cancelling Headphones
TXN2014,CUST0289,Michelle Hammond,2025-04-21,283.89,Webcam
TXN2015,CUST0659,Amanda Smith,2025-03-05,78.78,Portable SSD
TXN2016,CUST0005,Roberto Chase MD,2025-04-14,945.43,Noise Cancelling Headphones
TXN2017,CUST1122,Carolyn Aguilar,2025-04-06,794.79,Smartwatch
TXN2018,CUST0664,Travis Dickson,2025-03-14,952.4,Smartphone
TXN2019,CUST0591,Robert Santiago MD,2025-02-21,86.04,Smartwatch
TXN2020,CUST0359,Jacqueline Thomas,2025-01-09,600.54,Mouse Pad
TXN2021,CUST0495,Jennifer Sanchez,2025-02-24,748.94,Smartphone
TXN2022,CUST0522,Jaime Hamilton,2025-04-21,220.36,Mouse Pad
TXN2023,CUST0294,Lori Roman,2025-03-13,976.09,Desk Lamp
TXN2024,CUST0267,Kimberly Newman,2025-04-27,794.66,Wireless Charger
TXN2025,CUST0352,Debra Garrett,2025-01-28,847.57,Bluetooth Speaker
TXN2026,CUST0493,Meagan Shannon,2025-03-06,191.87,Wireless Charger
TXN2027,CUST1627,Claudia Griffin,2025-02-04,696.51,Portable SSD
TXN2028,CUST0519,Paul Alvarado,2025-02-25,466.39,Portable SSD
TXN2029,CUST1972,Wayne Jenkins,2025-04-11,463.75,Portable SSD
TXN2030,CUST0489,Cheryl Kim,2025-04-02,778.08,Desk Lamp
TXN2031,CUST0718,Samuel Knox,2025-02-21,312.17,Desk Lamp
TXN2032,CUST1702,Michelle Wilkerson,2025-03-13,78.46,Tablet
TXN2033,CUST1604,George Richards,2025-01-05,21.96,Desk Lamp
TXN2034,CUST0902,Thomas Barker,2025-03-31,29.91,USB-C Cable
TXN2035,CUST0843,Lisa Mcgee MD,2025-01-21,817.78,Mouse Pad
TXN2036,CUST0496,Olivia Murray,2025-01-01,93.19,Webcam
TXN2037,CUST0194,Justin Guerra,2025-04-16,114.51,Laptop Backpack
TXN2038,CUST0938,James Murphy,2025-03-27,454.2,Laptop Backpack
TXN2039,CUST0157,Jennifer Edwards,2025-03-18,686.25,Webcam
TXN2040,CUST0116,James Jones,2025-03-03,479.55,Portable SSD
TXN2041,CUST0920,Shelly Wright,2025-01-23,950.38,Desk Lamp
TXN2042,CUST0916,Terri Walker,2025-04-17,682.58,Smartphone
TXN2043,CUST1632,Todd Kelley,2025-01-20,83.03,Mechanical Keyboard
TXN2044,CUST0657,Terri Walker,2025-03-29,246.89,Smartwatch
TXN2045,CUST0408,Stephen Love,2025-04-17,101.62,Tablet
TXN2046,CUST1413,Jodi Smith,2025-02-12,798.15,Laptop Backpack
TXN2047,CUST0909,Sara Sharp,2025-04-04,138.32,Bluetooth Speaker
TXN2048,CUST0995,Megan Cunningham,2025-04-13,257.19,Mechanical Keyboard
TXN2049,CUST1136,Arthur Rivera,2025-01-18,191.36,Portable SSD
TXN2050,CUST0232,Allison Bowman,2025-04-25,222.49,Desk Lamp
TXN2051,CUST1208,Devin George,2025-02-25,512.02,Wireless Charger
TXN2052,CUST0566,Tammy Fields,2025-01-17,174.77,Smartwatch
TXN2053,CUST0092,Bruce Sweeney,2025-04-18,71.93,Smartphone
TXN2054,CUST1379,Michael Hill,2025-02-05,711.1,Portable SSD
TXN2055,CUST0754,Heather Evans,2025-04-20,975.77,Smartphone
TXN2056,CUST0786,Corey Cabrera,2025-04-06,569.74,USB-C Cable
TXN2057,CUST0961,Brooke Garcia,2025-04-06,118.23,Mechanical Keyboard
TXN2058,CUST0908,Jessica Thomas,2025-02-16,213.68,Bluetooth Speaker
TXN2059,CUST0547,Christopher Simmons,2025-02-28,878.54,Wireless Charger
TXN2060,CUST0004,Michelle Sampson,2025-03-11,733.71,Bluetooth Speaker
TXN2061,CUST0380,Leslie Higgins,2025-01-27,981.04,Laptop Backpack
TXN2062,CUST0110,Sara Jenkins,2025-03-14,11.37,Desk Lamp
TXN2063,CUST0605,Madison Wright,2025-03-25,62.81,Smartphone
TXN2064,CUST0407,Adam King,2025-02-27,111.97,Webcam
TXN2065,CUST0655,Scott Harrison,2025-02-18,458.47,Wireless Charger
TXN2066,CUST1071,Lindsay Taylor,2025-01-27,607.5,Laptop Backpack
TXN2067,CUST1128,Rachel Henderson,2025-04-23,218.71,Smartwatch
TXN2068,CUST1723,Tiffany Nichols,2025-02-13,764.86,Laptop Backpack
TXN2069,CUST0084,April Lyons,2025-02-14,588.6,Webcam
TXN2070,CUST1095,Jessica Bowen,2025-04-13,890.25,Tablet
TXN2071,CUST0562,Kimberly Perry,2025-01-01,943.34,Smartwatch
TXN2072,CUST1131,David Torres,2025-02-23,744.77,Desk Lamp
TXN2073,CUST1171,David Ibarra,2025-02-21,776.33,Wireless Charger
TXN2074,CUST0820,Lisa Garcia,2025-04-09,803.12,Wireless Mouse
TXN2075,CUST0108,Brent Miller,2025-04-18,623.73,Noise Cancelling Headphones
TXN2076,CUST1229,Ralph Griffin,2025-04-26,816.24,Mechanical Keyboard
TXN2077,CUST1150,John Wilson,2025-04-08,530.31,Smartwatch
